pair,family,condition,method,truth,prediction,correct,abstain
165,human_override,receipt_revealed,causal,operator,operator,1,0
165,human_override,receipt_revealed,rule,operator,operator,1,0
165,human_override,receipt_revealed,scm,operator,operator,1,0
165,human_override,receipt_revealed,trace-r,operator,operator,1,0
166,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
166,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
166,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
166,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
166,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
166,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
166,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
166,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
166,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
166,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
167,human_override,ordinary_trace,outcome,operator,developer,0,0
167,human_override,ordinary_trace,causal,operator,developer,0,0
167,human_override,ordinary_trace,rule,operator,provider,0,0
167,human_override,ordinary_trace,scm,operator,operator,1,0
167,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
167,human_override,receipt_revealed,outcome,operator,developer,0,0
167,human_override,receipt_revealed,causal,operator,operator,1,0
167,human_override,receipt_revealed,rule,operator,operator,1,0
167,human_override,receipt_revealed,scm,operator,operator,1,0
167,human_override,receipt_revealed,trace-r,operator,operator,1,0
168,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
168,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
168,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
168,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
168,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
168,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
168,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
168,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
168,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
168,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
169,human_override,ordinary_trace,outcome,operator,developer,0,0
169,human_override,ordinary_trace,causal,operator,developer,0,0
169,human_override,ordinary_trace,rule,operator,provider,0,0
169,human_override,ordinary_trace,scm,operator,operator,1,0
169,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
169,human_override,receipt_revealed,outcome,operator,developer,0,0
169,human_override,receipt_revealed,causal,operator,operator,1,0
169,human_override,receipt_revealed,rule,operator,operator,1,0
169,human_override,receipt_revealed,scm,operator,operator,1,0
169,human_override,receipt_revealed,trace-r,operator,operator,1,0
170,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
170,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
170,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
170,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
170,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
170,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
170,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
170,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
170,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
170,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
171,human_override,ordinary_trace,outcome,operator,developer,0,0
171,human_override,ordinary_trace,causal,operator,developer,0,0
171,human_override,ordinary_trace,rule,operator,provider,0,0
171,human_override,ordinary_trace,scm,operator,operator,1,0
171,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
171,human_override,receipt_revealed,outcome,operator,developer,0,0
171,human_override,receipt_revealed,causal,operator,operator,1,0
171,human_override,receipt_revealed,rule,operator,operator,1,0
171,human_override,receipt_revealed,scm,operator,operator,1,0
171,human_override,receipt_revealed,trace-r,operator,operator,1,0
172,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
172,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
172,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
172,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
172,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
172,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
172,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
172,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
172,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
172,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
173,human_override,ordinary_trace,outcome,operator,developer,0,0
173,human_override,ordinary_trace,causal,operator,developer,0,0
173,human_override,ordinary_trace,rule,operator,provider,0,0
173,human_override,ordinary_trace,scm,operator,operator,1,0
173,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
173,human_override,receipt_revealed,outcome,operator,developer,0,0
173,human_override,receipt_revealed,causal,operator,operator,1,0
173,human_override,receipt_revealed,rule,operator,operator,1,0
173,human_override,receipt_revealed,scm,operator,operator,1,0
173,human_override,receipt_revealed,trace-r,operator,operator,1,0
174,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
174,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
174,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
174,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
174,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
174,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
174,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
174,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
174,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
174,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
175,human_override,ordinary_trace,outcome,operator,developer,0,0
175,human_override,ordinary_trace,causal,operator,developer,0,0
175,human_override,ordinary_trace,rule,operator,provider,0,0
175,human_override,ordinary_trace,scm,operator,operator,1,0
175,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
175,human_override,receipt_revealed,outcome,operator,developer,0,0
175,human_override,receipt_revealed,causal,operator,operator,1,0
175,human_override,receipt_revealed,rule,operator,operator,1,0
175,human_override,receipt_revealed,scm,operator,operator,1,0
175,human_override,receipt_revealed,trace-r,operator,operator,1,0
176,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
176,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
176,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
176,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
176,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
176,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
176,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
176,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
176,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
176,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
177,human_override,ordinary_trace,outcome,operator,developer,0,0
177,human_override,ordinary_trace,causal,operator,developer,0,0
177,human_override,ordinary_trace,rule,operator,provider,0,0
177,human_override,ordinary_trace,scm,operator,operator,1,0
177,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
177,human_override,receipt_revealed,outcome,operator,developer,0,0
177,human_override,receipt_revealed,causal,operator,operator,1,0
177,human_override,receipt_revealed,rule,operator,operator,1,0
177,human_override,receipt_revealed,scm,operator,operator,1,0
177,human_override,receipt_revealed,trace-r,operator,operator,1,0
178,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
178,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
178,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
178,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
178,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
178,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
178,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
178,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
178,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
178,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
179,human_override,ordinary_trace,outcome,operator,developer,0,0
179,human_override,ordinary_trace,causal,operator,developer,0,0
179,human_override,ordinary_trace,rule,operator,provider,0,0
179,human_override,ordinary_trace,scm,operator,operator,1,0
179,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
179,human_override,receipt_revealed,outcome,operator,developer,0,0
179,human_override,receipt_revealed,causal,operator,operator,1,0
179,human_override,receipt_revealed,rule,operator,operator,1,0
179,human_override,receipt_revealed,scm,operator,operator,1,0
179,human_override,receipt_revealed,trace-r,operator,operator,1,0
180,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
180,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
180,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
180,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
180,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
180,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
180,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
180,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
180,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
180,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
181,human_override,ordinary_trace,outcome,operator,developer,0,0
181,human_override,ordinary_trace,causal,operator,developer,0,0
181,human_override,ordinary_trace,rule,operator,provider,0,0
181,human_override,ordinary_trace,scm,operator,operator,1,0
181,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
181,human_override,receipt_revealed,outcome,operator,developer,0,0
181,human_override,receipt_revealed,causal,operator,operator,1,0
181,human_override,receipt_revealed,rule,operator,operator,1,0
181,human_override,receipt_revealed,scm,operator,operator,1,0
181,human_override,receipt_revealed,trace-r,operator,operator,1,0
182,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
182,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
182,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
182,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
182,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
182,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
182,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
182,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
182,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
182,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
183,human_override,ordinary_trace,outcome,operator,developer,0,0
183,human_override,ordinary_trace,causal,operator,developer,0,0
183,human_override,ordinary_trace,rule,operator,provider,0,0
183,human_override,ordinary_trace,scm,operator,operator,1,0
183,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
183,human_override,receipt_revealed,outcome,operator,developer,0,0
183,human_override,receipt_revealed,causal,operator,operator,1,0
183,human_override,receipt_revealed,rule,operator,operator,1,0
183,human_override,receipt_revealed,scm,operator,operator,1,0
183,human_override,receipt_revealed,trace-r,operator,operator,1,0
184,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
184,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
184,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
184,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
184,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
184,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
184,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
184,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
184,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
184,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
185,human_override,ordinary_trace,outcome,operator,developer,0,0
185,human_override,ordinary_trace,causal,operator,developer,0,0
185,human_override,ordinary_trace,rule,operator,provider,0,0
185,human_override,ordinary_trace,scm,operator,operator,1,0
185,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
185,human_override,receipt_revealed,outcome,operator,developer,0,0
185,human_override,receipt_revealed,causal,operator,operator,1,0
185,human_override,receipt_revealed,rule,operator,operator,1,0
185,human_override,receipt_revealed,scm,operator,operator,1,0
185,human_override,receipt_revealed,trace-r,operator,operator,1,0
186,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
186,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
186,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
186,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
186,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
186,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
186,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
186,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
186,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
186,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
187,human_override,ordinary_trace,outcome,operator,developer,0,0
187,human_override,ordinary_trace,causal,operator,developer,0,0
187,human_override,ordinary_trace,rule,operator,provider,0,0
187,human_override,ordinary_trace,scm,operator,operator,1,0
187,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
187,human_override,receipt_revealed,outcome,operator,developer,0,0
187,human_override,receipt_revealed,causal,operator,operator,1,0
187,human_override,receipt_revealed,rule,operator,operator,1,0
187,human_override,receipt_revealed,scm,operator,operator,1,0
187,human_override,receipt_revealed,trace-r,operator,operator,1,0
188,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
188,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
188,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
188,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
188,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
188,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
188,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
188,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
188,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
188,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
189,human_override,ordinary_trace,outcome,operator,developer,0,0
189,human_override,ordinary_trace,causal,operator,developer,0,0
189,human_override,ordinary_trace,rule,operator,provider,0,0
189,human_override,ordinary_trace,scm,operator,operator,1,0
189,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
189,human_override,receipt_revealed,outcome,operator,developer,0,0
189,human_override,receipt_revealed,causal,operator,operator,1,0
189,human_override,receipt_revealed,rule,operator,operator,1,0
189,human_override,receipt_revealed,scm,operator,operator,1,0
189,human_override,receipt_revealed,trace-r,operator,operator,1,0
190,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
190,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
190,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
190,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
190,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
190,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
190,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
190,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
190,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
190,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
191,human_override,ordinary_trace,outcome,operator,developer,0,0
191,human_override,ordinary_trace,causal,operator,developer,0,0
191,human_override,ordinary_trace,rule,operator,provider,0,0
191,human_override,ordinary_trace,scm,operator,operator,1,0
191,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
191,human_override,receipt_revealed,outcome,operator,developer,0,0
191,human_override,receipt_revealed,causal,operator,operator,1,0
191,human_override,receipt_revealed,rule,operator,operator,1,0
191,human_override,receipt_revealed,scm,operator,operator,1,0
191,human_override,receipt_revealed,trace-r,operator,operator,1,0
192,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
192,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
192,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
192,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
192,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
192,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
192,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
192,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
192,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
192,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
193,human_override,ordinary_trace,outcome,operator,developer,0,0
193,human_override,ordinary_trace,causal,operator,developer,0,0
193,human_override,ordinary_trace,rule,operator,provider,0,0
193,human_override,ordinary_trace,scm,operator,operator,1,0
193,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
193,human_override,receipt_revealed,outcome,operator,developer,0,0
193,human_override,receipt_revealed,causal,operator,operator,1,0
193,human_override,receipt_revealed,rule,operator,operator,1,0
193,human_override,receipt_revealed,scm,operator,operator,1,0
193,human_override,receipt_revealed,trace-r,operator,operator,1,0
194,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
194,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
194,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
194,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
194,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
194,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
194,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
194,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
194,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
194,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
195,human_override,ordinary_trace,outcome,operator,developer,0,0
195,human_override,ordinary_trace,causal,operator,developer,0,0
195,human_override,ordinary_trace,rule,operator,provider,0,0
195,human_override,ordinary_trace,scm,operator,operator,1,0
195,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
195,human_override,receipt_revealed,outcome,operator,developer,0,0
195,human_override,receipt_revealed,causal,operator,operator,1,0
195,human_override,receipt_revealed,rule,operator,operator,1,0
195,human_override,receipt_revealed,scm,operator,operator,1,0
195,human_override,receipt_revealed,trace-r,operator,operator,1,0
196,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
196,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
196,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
196,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
196,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
196,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
196,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
196,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
196,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
196,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
197,human_override,ordinary_trace,outcome,operator,developer,0,0
197,human_override,ordinary_trace,causal,operator,developer,0,0
197,human_override,ordinary_trace,rule,operator,provider,0,0
197,human_override,ordinary_trace,scm,operator,operator,1,0
197,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
197,human_override,receipt_revealed,outcome,operator,developer,0,0
197,human_override,receipt_revealed,causal,operator,operator,1,0
197,human_override,receipt_revealed,rule,operator,operator,1,0
197,human_override,receipt_revealed,scm,operator,operator,1,0
197,human_override,receipt_revealed,trace-r,operator,operator,1,0
198,unauthorized_delegation,ordinary_trace,outcome,agent_A,agent_B,0,0
198,unauthorized_delegation,ordinary_trace,causal,agent_A,agent_B,0,0
198,unauthorized_delegation,ordinary_trace,rule,agent_A,agent_B,0,0
198,unauthorized_delegation,ordinary_trace,scm,agent_A,agent_B,0,0
198,unauthorized_delegation,ordinary_trace,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
198,unauthorized_delegation,receipt_revealed,outcome,agent_A,agent_B,0,0
198,unauthorized_delegation,receipt_revealed,causal,agent_A,agent_B,0,0
198,unauthorized_delegation,receipt_revealed,rule,agent_A,agent_A,1,0
198,unauthorized_delegation,receipt_revealed,scm,agent_A,agent_A,1,0
198,unauthorized_delegation,receipt_revealed,trace-r,agent_A,agent_A,1,0
199,human_override,ordinary_trace,outcome,operator,developer,0,0
199,human_override,ordinary_trace,causal,operator,developer,0,0
199,human_override,ordinary_trace,rule,operator,provider,0,0
199,human_override,ordinary_trace,scm,operator,operator,1,0
199,human_override,ordinary_trace,trace-r,operator,NOT_IDENTIFIABLE,0,1
199,human_override,receipt_revealed,outcome,operator,developer,0,0
199,human_override,receipt_revealed,causal,operator,operator,1,0
199,human_override,receipt_revealed,rule,operator,operator,1,0
199,human_override,receipt_revealed,scm,operator,operator,1,0
199,human_override,receipt_revealed,trace-r,operator,operator,1,0
